"","LSOA","Density.KM2","Outlets.1000","CHALICE.Density.PWC","CHALICE.Density","KDE","WIMD_Quintile","Morphology","Total","POP_X","POP_Y"
"925","W01000925",0.20822,3.13,1.10157,2.01196,0,1,"Town and Fringe",1277,287297,206405
"926","W01000926",2.07715,7.79,6.37358,4.10039,0.462386459112167,4,"Town and Fringe",1797,288509,206731
"927","W01000927",0,0,0,0.06377,0,2,"Urban > 10K",1328,274979,206732
"928","W01000928",2.15054,2.89,2.19499,1.1573,2.8280942440033,2,"Village Hamlet & Isolated Dwellings",1382,270318,212204
"929","W01000929",0.5168,1.87,0.16306,0.78333,0.022501593455672,2,"Village Hamlet & Isolated Dwellings",1072,270520,210925
"930","W01000930",0.56406,6.28,4.56711,2.54626,2.58503460884094,1,"Town and Fringe",1115,289180,196472
"931","W01000931",0.88496,6.46,0.2045,1.77602,1.70603799819946,2,"Village Hamlet & Isolated Dwellings",1083,271046,212948
"932","W01000932",0.91324,6.67,2.62812,2.05257,0,2,"Urban > 10K",899,278444,187246
"933","W01000933",0.16066,4.56,0,0.58162,0.029225889593363,4,"Village Hamlet & Isolated Dwellings",1536,281031,185251
"934","W01000934",9.09091,1.89,11.28831,10.37726,31.6838798522949,1,"Urban > 10K",1061,275000,196812
"935","W01000935",60.86957,10.1,17.34834,16.64957,37.8645477294922,1,"Urban > 10K",1386,275277,196990
"936","W01000936",0.8,0.84,1.87483,2.60003,0.231557607650757,1,"Urban > 10K",1197,274859,196077
"937","W01000937",6.38298,5.6,2.72406,3.14499,2.93126487731934,1,"Urban > 10K",1608,274473,196026
"938","W01000938",16.66667,4.65,7.13144,7.2997,15.8271131515503,4,"Urban > 10K",1290,275779,197527
"939","W01000939",100,39,25.74587,21.57319,50.4929046630859,1,"Urban > 10K",1205,275384,197466
"940","W01000940",0,0,1.42004,1.67516,1.56930589675903,1,"Urban > 10K",1078,276185,197723
"941","W01000941",7.84314,3.22,6.18048,6.16788,12.4881801605225,1,"Urban > 10K",1244,275439,196621
"942","W01000942",5.17241,2.04,1.65079,1.23031,1.06826484203339,1,"Urban > 10K",1472,276078,196210
"943","W01000943",5,1.51,2.08778,1.92152,5.25907421112061,5,"Urban > 10K",1327,276128,196540
"944","W01000944",0.36934,3.93,0.12483,0.96749,1.75647521018982,2,"Village Hamlet & Isolated Dwellings",1017,284659,209952
"945","W01000945",0.25,5.23,0,0.5464,0.148493573069572,2,"Village Hamlet & Isolated Dwellings",956,279443,195515
"946","W01000946",0.22148,4.27,0.24568,1.49376,0,2,"Urban > 10K",1405,272774,205211
"947","W01000947",5.6338,2.4,1.87868,1.63073,3.058917760849,2,"Urban > 10K",1665,271742,204954
"948","W01000948",18.69919,14.42,13.22277,6.76092,19.2612323760986,3,"Urban > 10K",1595,272137,204084
"949","W01000949",0.34364,0.86,0.99598,0.73829,0.918099045753479,3,"Urban > 10K",1160,277295,190329
"950","W01000950",9.52381,3.15,4.66815,5.01817,12.7324476242065,2,"Urban > 10K",1268,276904,190198
"951","W01000951",58.82353,14.03,6.27247,7.22985,15.937668800354,1,"Urban > 10K",1426,277018,189708
"952","W01000952",11.53846,2.9,4.15792,4.52365,15.0803508758545,2,"Urban > 10K",1034,277212,189338
"953","W01000953",0.53571,4.28,0,1.53435,0,2,"Town and Fringe",1401,281945,202158
"954","W01000954",0.16173,2.45,1.72455,2.29522,0,3,"Town and Fringe",1226,282675,202471
"955","W01000955",0.12788,1.86,1.21941,0.86464,0,4,"Urban > 10K",1078,273921,203593
"956","W01000956",3.33333,1.81,0.84875,0.74186,2.48839330673218,5,"Urban > 10K",1105,273670,203010
"957","W01000957",17.77778,5.5,2.90872,3.48941,13.3635778427124,1,"Urban > 10K",1454,274832,189988
"958","W01000958",6.45161,1.46,1.5755,2.29783,8.57094478607178,1,"Urban > 10K",1374,274604,190332
"959","W01000959",16.07143,5.73,2.50688,3.45886,7.84183406829834,3,"Urban > 10K",1570,275097,189413
"960","W01000960",11.42857,2.73,4.62942,3.82982,12.4401664733887,1,"Urban > 10K",1465,275282,189534
"961","W01000961",4.25532,1.4,1.27358,1.6074,4.06469821929932,2,"Urban > 10K",1428,274042,191156
"962","W01000962",0,0,1.76444,1.65662,5.87432289123535,1,"Urban > 10K",1271,274378,190784
"963","W01000963",5.26316,1.32,1.4076,1.33059,4.32587385177612,1,"Urban > 10K",1516,274021,190525
"964","W01000964",8.06452,3.3,2.70765,1.86958,2.0406494140625,1,"Urban > 10K",1516,273628,190941
"965","W01000965",0.51502,3.46,0.63001,0.99799,0.732749104499817,2,"Town and Fringe",1734,281837,208695
"966","W01000966",0.63025,2.37,1.10068,3.65144,0.401708215475082,2,"Urban > 10K",1268,277871,189323
"967","W01000967",53.33333,12.16,7.56253,6.5166,12.7410221099854,1,"Urban > 10K",1316,277666,188591
"968","W01000968",4.44444,1.26,1.74194,1.80662,5.02870845794678,2,"Urban > 10K",1584,278245,187890
"969","W01000969",0.5772,3.53,2.31846,1.37643,0,5,"Urban > 10K",1132,277115,198631
"970","W01000970",6.45161,4.07,2.97899,2.33855,5.98597860336304,2,"Urban > 10K",984,277752,199193
"971","W01000971",2.60417,4.09,1.80696,1.34578,2.99144220352173,2,"Urban > 10K",1222,270980,202685
"972","W01000972",1.79445,8.35,2.54607,3.26823,0.146706864237785,2,"Urban > 10K",1318,276555,209014
"973","W01000973",8.95522,4.93,2.92697,3.89518,9.8295726776123,1,"Urban > 10K",1216,276962,208708
"974","W01000974",1.54723,11.07,6.97156,5.62749,0,3,"Town and Fringe",1717,289217,183998
"975","W01000975",1.49254,3.81,1.20187,1.5133,2.13257384300232,1,"Town and Fringe",1835,289991,187022
"976","W01000976",0.38351,4.28,0.2554,2.14023,0,1,"Town and Fringe",934,297557,189285
"977","W01000977",0.78616,4.11,0,0.85958,1.37440085411072,1,"Village Hamlet & Isolated Dwellings",1218,293473,187494
"978","W01000978",0.98888,5.46,4.30121,3.48096,3.82413697242737,2,"Town and Fringe",1464,290185,192911
"979","W01000979",4.87805,1.37,1.82081,1.13588,3.71411490440369,4,"Urban > 10K",1462,292541,180110
"980","W01000980",0,0,0.39931,0.28806,2.1698842048645,2,"Urban > 10K",1203,291804,180331
"981","W01000981",0,0,0,0.13922,10.3162317276001,1,"Urban > 10K",964,291250,180236
"982","W01000982",10.20408,3.72,2.41924,1.61104,9.26909255981445,4,"Urban > 10K",1345,291644,179747
"983","W01000983",3.22581,0.78,0.87801,0.45311,2.0549840927124,4,"Urban > 10K",1275,292886,179854
"984","W01000984",0,0,0.39146,0.70706,4.62739276885986,4,"Urban > 10K",1617,292317,179675
"985","W01000985",0,0,0.36012,0.43441,2.05867862701416,5,"Urban > 10K",1216,292548,180567
"986","W01000986",0.5472,3.72,3.38463,1.58541,0.003509593196213,3,"Town and Fringe",1075,291539,184415
"987","W01000987",1.88679,1.74,1.68677,1.31194,4.50357103347778,1,"Town and Fringe",1721,290671,183825
"988","W01000988",3.84615,1.24,1.26547,0.53382,3.63957905769348,5,"Urban > 10K",4029,289036,179267
"989","W01000989",0.37003,6.64,2.38912,1.72457,0.184864923357964,5,"Village Hamlet & Isolated Dwellings",1205,287775,179822
"990","W01000990",8.88889,2.88,2.71581,1.91325,5.03723859786987,1,"Urban > 10K",1390,288709,180155
"991","W01000991",0.57803,1,1.68574,2.96757,5.89985990524292,1,"Urban > 10K",1003,285414,194478
"992","W01000992",16.94915,8.1,5.22814,4.94101,6.51433753967285,1,"Urban > 10K",1234,285845,194507
"993","W01000993",16.12903,4.14,4.28402,4.04575,9.28049373626709,1,"Urban > 10K",1207,285487,193916
"994","W01000994",0.30151,2.73,1.22011,2.20631,0,1,"Urban > 10K",1099,285147,193114
"995","W01000995",3.01508,5.03,4.41831,3.96059,3.23793768882752,3,"Urban > 10K",1192,284977,192369
"996","W01000996",1.07095,5.93,1.88424,2.32529,3.05505132675171,2,"Village Hamlet & Isolated Dwellings",1349,285751,182766
"997","W01000997",1.36986,0.76,0.97236,0.58235,1.76287090778351,4,"Urban > 10K",1317,289431,180794
"998","W01000998",0.70922,4.52,1.49893,0.35103,0.694685459136963,5,"Village Hamlet & Isolated Dwellings",885,292321,181411
"999","W01000999",3.75,2.44,3.11134,2.41547,4.37146186828613,1,"Urban > 10K",1227,281373,181746
"1000","W01001000",0.41265,3.93,0.38337,1.23181,0,2,"Urban > 10K",1528,281646,181052
"1001","W01001001",6.25,2.43,1.30075,1.17481,2.71158838272095,2,"Urban > 10K",1234,282305,181545
"1002","W01001002",2.53165,1.11,0.72244,0.88499,4.19603729248047,1,"Urban > 10K",1799,282085,181932
"1003","W01001003",1.61527,8.79,1.87022,1.37181,1.58539807796478,4,"Urban > 10K",1251,293757,179606
"1004","W01001004",12,12.7,5.04055,5.51151,13.2245769500732,2,"Town and Fringe",945,296262,181623
"1005","W01001005",3.97351,4.29,1.08807,1.61617,3.3634250164032,4,"Town and Fringe",1397,295821,180941
"1006","W01001006",1.06383,0.5,0.41498,0.80409,1.55034375190735,5,"Town and Fringe",2014,295123,181895
"1007","W01001007",1.36364,2.03,4.09436,2.36494,0.511736869812012,2,"Town and Fringe",1478,295590,181729
"1008","W01001008",3.30579,2.07,0.86358,0.93529,3.85407090187073,5,"Urban > 10K",1935,290796,181858
"1009","W01001009",0.59222,7.01,0,0.9238,3.27619290351868,2,"Village Hamlet & Isolated Dwellings",998,291050,187869
"1010","W01001010",0,0,0.2363,0.21992,0.577323615550995,3,"Urban > 10K",1210,289025,180760
"1011","W01001011",0,0,0.50416,0.71856,3.51065397262573,4,"Urban > 10K",1057,288976,180515
"1012","W01001012",0.33167,3.18,0.27481,0.90457,0,4,"Town and Fringe",1259,286490,189366
"1013","W01001013",1.37931,1.56,0.69451,0.67085,1.35977637767792,2,"Town and Fringe",1281,286704,189041
"1014","W01001014",27.27273,10.52,9.93476,10.0988,28.2013530731201,1,"Urban > 10K",1426,285528,191345
"1015","W01001015",0.49751,1.51,1.90371,2.44364,0,1,"Urban > 10K",1327,286380,191022
"1016","W01001016",6.18557,4.06,1.39258,2.73286,3.85582065582275,3,"Urban > 10K",1478,286530,190402
"1017","W01001017",7.31707,4.9,12.94623,11.47726,16.4605960845947,4,"Urban > 10K",1225,284973,191193
"1018","W01001018",68.96552,16.67,11.37381,11.64952,25.583927154541,2,"Urban > 10K",1200,285522,190924
"1019","W01001019",0.74349,2.88,1.80375,1.55642,0,1,"Urban > 10K",1389,285087,190402
"1020","W01001020",8.06452,4.18,4.14333,3.06889,10.6821813583374,1,"Urban > 10K",1195,286017,190408
"1021","W01001021",93.02326,29.5,8.38373,9.09428,43.992000579834,1,"Urban > 10K",1356,290863,180138
"1022","W01001022",8.69565,1.79,1.90712,1.4251,4.2989616394043,1,"Urban > 10K",1115,290236,181303
"1023","W01001023",9.80392,3.35,1.19262,3.08998,10.3538360595703,1,"Urban > 10K",1493,290477,180755
"1024","W01001024",0.67114,4.02,3.05852,2.18428,0,2,"Town and Fringe",996,293478,192916
"1025","W01001025",0.94118,3.79,3.57684,2.90364,0.95054292678833,2,"Town and Fringe",1055,293759,192237
"1026","W01001026",3.44828,1.25,0.65746,1.39995,5.46460151672363,1,"Urban > 10K",1604,289678,180143
"1027","W01001027",0,0,0.37537,0.59472,5.46910619735718,4,"Urban > 10K",1392,289238,179763
"1028","W01001028",15.06849,6.46,0.48818,5.72426,24.9043807983398,4,"Urban > 10K",1703,290046,179867
"1029","W01001029",0.29499,0.65,0.11258,0.4294,0,4,"Urban > 10K",1541,284150,177623
"1030","W01001030",7.43802,5.34,4.40507,2.56804,6.78298807144165,4,"Urban > 10K",1684,283371,177500
"1031","W01001031",1.08696,0.72,1.32964,0.76758,1.98014938831329,5,"Urban > 10K",1396,281329,178660
"1032","W01001032",2.1875,4.41,1.26927,1.83144,0.120013155043125,4,"Urban > 10K",1588,281570,178134
"1033","W01001033",0.98146,6.13,2.97045,3.88931,0,3,"Town and Fringe",1468,293254,190016
"1034","W01001034",1.7316,3.37,1.03736,2.03198,0.328022092580795,2,"Town and Fringe",1188,293207,191111
"1035","W01001035",35.41667,12.57,4.95887,9.0337,36.0797386169434,1,"Urban > 10K",1352,290962,179406
"1036","W01001036",1.38889,0.69,1.93475,3.77175,3.62834215164185,5,"Urban > 10K",1449,290341,179002
"1037","W01001037",2.39044,4.25,2.3561,1.51265,2.03930854797363,5,"Urban > 10K",1412,290848,178665
"1038","W01001038",2.94118,1.08,1.57852,1.08468,4.1591362953186,3,"Urban > 10K",1860,290921,181035
"1039","W01001039",1.07239,2.73,0,1.47269,0.114121608436108,4,"Town and Fringe",1464,295548,182843
"1040","W01001040",0,0,0,1.28366,0,4,"Town and Fringe",1268,296211,182653
"1041","W01001041",1.54321,2.51,0.40947,0.57899,1.05124449729919,5,"Urban > 10K",1989,289584,182163
"1042","W01001042",1.63636,8.42,4.45195,4.04954,0,2,"Town and Fringe",1069,290397,191672
"1043","W01001043",5,4.11,4.86175,3.966,3.33503723144531,2,"Town and Fringe",974,290574,191043
"1044","W01001044",0.9901,0.69,2.04161,2.1814,2.75494360923767,2,"Urban > 10K",1452,282464,177657
"1045","W01001045",21.05263,10.86,8.73751,7.62425,19.7078247070312,2,"Urban > 10K",1473,282355,177281
"1046","W01001046",84.61538,19.73,16.01955,13.12386,30.462703704834,2,"Urban > 10K",1673,281644,176940
"1047","W01001047",3.77358,1.38,4.59571,4.41969,14.0572519302368,4,"Urban > 10K",1449,281593,177328
"1048","W01001048",2.32558,1.66,0.10832,1.79084,0.967251718044281,5,"Urban > 10K",1207,283820,182594
"1049","W01001049",11.11111,3.47,4.77995,2.9667,8.15363025665283,1,"Urban > 10K",1152,282447,182414
"1050","W01001050",14.11765,8.99,7.59562,5.50828,10.97767162323,2,"Urban > 10K",1335,283120,182494
"1051","W01001051",7.69231,4.14,4.68829,3.18081,6.35231113433838,2,"Urban > 10K",1450,283780,183118
"1052","W01001052",5.26316,1.65,2.99712,2.88518,12.3444900512695,2,"Urban > 10K",1214,282919,182905
"1053","W01001053",3.84615,1.15,0.77446,0.83905,2.97859215736389,5,"Urban > 10K",870,281001,178128
"1054","W01001054",1.74419,2.53,0.56905,0.76277,1.0734224319458,5,"Urban > 10K",1188,281033,177544
"1055","W01001055",7.89474,2.83,3.76525,2.22922,10.6881475448608,1,"Town and Fringe",1060,290276,183546
"1056","W01001056",6.66667,6.18,1.76336,1.69499,5.47869253158569,2,"Town and Fringe",1133,290255,183286
"1057","W01001057",5.88235,5.34,0.12048,0.9374,13.2984495162964,1,"Town and Fringe",1312,290243,184565
"1058","W01001058",2.73973,1.27,1.61899,1.42605,3.68839335441589,3,"Town and Fringe",1570,289571,184514
"1059","W01001059",10.9375,5.73,4.08261,4.59872,2.55948519706726,5,"Urban > 10K",1222,310340,166830
"1060","W01001060",0,0,0,0.44117,0.03259401768446,5,"Urban > 10K",1269,309637,166968
"1061","W01001061",12.02532,10.15,5.43173,4.32344,7.07121515274048,2,"Urban > 10K",1871,311737,166890
"1062","W01001062",47.36842,7.51,8.90291,10.85307,30.0734424591064,4,"Urban > 10K",1199,310411,167289
"1063","W01001063",11.11111,1.42,7.26558,7.28964,19.5829849243164,2,"Urban > 10K",1411,311783,168319
"1064","W01001064",0,0,1.2578,2.54604,13.7130870819092,1,"Urban > 10K",1315,311134,168280
"1065","W01001065",11.53846,2.25,4.59401,5.76803,17.4431896209717,3,"Urban > 10K",1331,312054,168490
"1066","W01001066",8.57143,2.27,7.47853,5.03565,21.1182327270508,3,"Urban > 10K",1321,311239,167866
"1067","W01001067",0,0,1.62672,1.79098,5.92718029022217,1,"Urban > 10K",1235,313412,169384
"1068","W01001068",11.11111,3.7,1.16913,1.35061,4.16986656188965,2,"Urban > 10K",1351,313670,169525
"1069","W01001069",21.73913,4.21,6.2086,4.79605,10.4191598892212,1,"Urban > 10K",1187,312800,169087
"1070","W01001070",25,3.34,4.09297,3.83847,8.97889995574951,1,"Urban > 10K",897,312967,168803
"1071","W01001071",1.69492,1.51,1.20301,1.71362,2.19445300102234,2,"Urban > 10K",1325,313523,168970
"1072","W01001072",1,0.45,0.78239,0.60235,1.21754109859467,4,"Urban > 10K",2228,312972,169795
"1073","W01001073",1.49254,1.81,5.99452,4.96932,1.38045918941498,1,"Urban > 10K",1653,312433,168029
"1074","W01001074",38.63636,7.64,9.03916,7.12981,18.0325660705566,1,"Urban > 10K",2225,312313,168161
"1075","W01001075",9.09091,2.02,3.08627,4.44465,19.1060657501221,5,"Urban > 10K",989,317836,171740
"1076","W01001076",19.35484,4.71,5.40843,4.25592,10.6656446456909,3,"Urban > 10K",1274,317521,172270
"1077","W01001077",0,0,0.34646,0.6913,2.58426737785339,4,"Urban > 10K",1343,317075,172081
"1078","W01001078",0,0,0.8751,1.15299,8.55767440795898,5,"Urban > 10K",1146,317470,171692
"1079","W01001079",13.33333,1.67,3.71908,4.25674,11.772364616394,2,"Urban > 10K",1196,312546,168720
"1080","W01001080",6.66667,1.43,2.06727,2.57741,8.46238899230957,2,"Urban > 10K",1396,312284,168991
"1081","W01001081",2.94118,0.72,1.19057,1.87769,7.28240633010864,1,"Urban > 10K",1398,312434,169441
"1082","W01001082",29.87013,16.95,11.72694,7.49011,21.0440731048584,5,"Town and Fringe",1357,299379,174559
"1083","W01001083",0.16447,1.39,0.10604,1.04364,0,5,"Village Hamlet & Isolated Dwellings",1442,299056,173735
"1084","W01001084",0.9544,6.03,0.30836,2.29543,0.853477954864502,5,"Town and Fringe",1493,300361,174402
"1085","W01001085",0.24178,3.83,0,0.49214,0,5,"Village Hamlet & Isolated Dwellings",1304,299605,177452
"1086","W01001086",2.08696,8.91,4.1023,3.61392,1.46997225284576,5,"Urban > 10K",1347,315077,171265
"1087","W01001087",7.89474,2.2,1.60251,2.14611,9.27947044372559,5,"Urban > 10K",1362,315882,171326
"1088","W01001088",2.5974,1.22,1.4851,0.99191,2.71642208099365,3,"Urban > 10K",1645,316265,171216
"1089","W01001089",0,0,0.21054,0.4962,0,5,"Urban > 10K",1350,315448,170668
"1090","W01001090",0.10989,0.75,0,0.73192,0,5,"Urban > 10K",1325,315888,171996
"1091","W01001091",0.45872,0.63,0.34715,0.37651,0.653774321079254,5,"Urban > 10K",1575,310272,169522
"1092","W01001092",3.33333,1.36,0.87887,1.08915,2.58768916130066,3,"Urban > 10K",1470,311032,169448
"1093","W01001093",7.5,2.03,1.52282,1.76691,5.51800298690796,2,"Urban > 10K",1478,311191,168673
"1094","W01001094",8.33333,1.95,1.39694,1.64044,4.22005558013916,1,"Urban > 10K",1028,312334,169943
"1095","W01001095",9.375,2.57,2.01351,1.3995,4.93343305587769,1,"Urban > 10K",1166,311903,169668
"1096","W01001096",3.57143,0.81,0.62906,1.10968,4.48816251754761,3,"Urban > 10K",1229,311788,169081
"1097","W01001097",2.40964,1.59,0.8041,1.19032,3.51639032363892,1,"Urban > 10K",1258,311521,169955
"1098","W01001098",1.90476,2.06,1.26102,1.22033,0.337880820035934,5,"Urban > 10K",972,310048,168523
"1099","W01001099",7.40741,1.8,1.23697,1.68339,7.15088939666748,3,"Urban > 10K",1112,310603,168288
"1100","W01001100",1.53846,0.75,0.5131,1.21241,3.46815299987793,5,"Urban > 10K",1331,310063,168047
"1101","W01001101",80,13.3,10.13406,11.13207,27.303092956543,2,"Urban > 10K",1203,310787,167750
"1102","W01001102",29.41176,4.01,6.97679,8.0305,24.2449760437012,3,"Urban > 10K",1248,310390,167552
"1103","W01001103",3.92157,1.92,0.41598,0.77873,3.26958656311035,5,"Urban > 10K",1039,310393,168882
"1104","W01001104",1.85185,1.68,0.8984,0.8199,1.22969126701355,5,"Urban > 10K",1781,316918,172927
"1105","W01001105",0.28295,5.18,0.10187,0.63888,0,5,"Village Hamlet & Isolated Dwellings",2318,294208,176073
"1106","W01001106",2.27273,0.77,0.54673,1.34486,3.50124526023865,5,"Urban > 10K",1303,297997,168683
"1107","W01001107",11.67883,11.31,6.38038,4.62574,7.22919511795044,5,"Urban > 10K",1415,297125,168610
"1108","W01001108",0.40282,3.26,0,0.35819,0.578901767730713,4,"Urban > 10K",1228,298610,168875
"1109","W01001109",0,0,2.39617,2.6392,0,4,"Urban > 10K",1299,297068,168254
"1110","W01001110",0.53528,8.25,0,3.82867,0,5,"Urban > 10K",1334,295510,169119
"1111","W01001111",4.54545,0.82,0.89314,1.08023,7.0761194229126,2,"Urban > 10K",1214,297605,168960
"1112","W01001112",2.43902,0.86,1.21967,0.41814,5.19716358184815,5,"Urban > 10K",1159,297211,169336
"1113","W01001113",0.34161,7.89,0,0.50388,0,5,"Village Hamlet & Isolated Dwellings",1902,306843,176383
"1114","W01001114",2.83019,2.12,0.45176,0.57225,2.38852429389954,5,"Urban > 10K",1413,318313,170155
"1115","W01001115",1.11732,1.13,0.50112,0.62247,1.33879435062408,5,"Urban > 10K",1772,317627,170399
"1116","W01001116",24.5283,6.99,3.98746,6.01872,18.7632675170898,5,"Urban > 10K",1860,318440,171060
"1117","W01001117",2.94118,4.59,0.1095,1.0785,3.31802010536194,4,"Town and Fringe",1308,305340,166653
"1118","W01001118",1.93237,3.96,1.42346,0.70516,2.34482383728027,4,"Town and Fringe",2019,306458,166544
"1119","W01001119",0.33293,7.47,0,0.34386,1.58948409557343,5,"Village Hamlet & Isolated Dwellings",1473,305687,169264
"1120","W01001120",0.51151,1.72,0.69884,1.28359,0.423962324857712,5,"Town and Fringe",1160,305465,166586
"1121","W01001121",0.90909,3.87,1.79104,1.34048,0.305606424808502,3,"Urban > 10K",1291,301658,167904
"1122","W01001122",0.32733,1.35,0.49338,0.55674,0.423271119594574,4,"Urban > 10K",1486,301293,169231
"1123","W01001123",10.25641,2.71,6.03929,6.75765,16.2699794769287,4,"Urban > 10K",1478,318868,171944
"1124","W01001124",100,14.08,13.8205,15.66163,34.7142906188965,4,"Urban > 10K",1278,318504,171991
"1125","W01001125",46.66667,10.8,15.71321,13.57253,24.234167098999,4,"Urban > 10K",1296,318217,171815
"1126","W01001126",9.43396,3.11,1.51266,3.99061,16.4744262695312,4,"Urban > 10K",1607,318420,172368
"1127","W01001127",0.42857,5.82,0.18685,0.388,0,5,"Village Hamlet & Isolated Dwellings",1031,287068,174875
"1128","W01001128",0.38373,3.85,0,0.93757,0.722861051559448,5,"Village Hamlet & Isolated Dwellings",1298,290945,173464
"1129","W01001129",3.0303,0.84,0.6668,1.00047,2.18715333938599,3,"Urban > 10K",1187,317248,171245
"1130","W01001130",11.53846,2.74,4.06588,5.43777,17.1163539886475,5,"Urban > 10K",1095,317905,171360
"1131","W01001131",5.55556,1.3,1.61197,1.12931,5.73151779174805,2,"Urban > 10K",1540,317511,170931
"1132","W01001132",0,0,0.475,0.89252,0,5,"Urban > 10K",1183,315824,168317
"1133","W01001133",2.23881,3.35,1.81025,0.96923,1.73664879798889,5,"Urban > 10K",1791,315587,168185
"1134","W01001134",1.93548,5.18,0.3018,0.45868,1.2188526391983,5,"Urban > 10K",1159,318183,169241
"1135","W01001135",0.30843,7.65,0,0.54923,0.70080304145813,5,"Village Hamlet & Isolated Dwellings",1177,309541,173447
"1136","W01001136",4.36893,8.43,0.57358,1.38602,2.41453552246094,5,"Village Hamlet & Isolated Dwellings",1067,312099,173674
"1137","W01001137",2.08877,3.84,3.63203,3.11705,2.88335371017456,1,"Urban > 10K",2081,301035,201613
"1138","W01001138",3.57143,0.86,3.05118,2.83427,7.10088729858398,2,"Urban > 10K",1168,301556,201033
"1139","W01001139",15,2.68,2.33886,3.07416,7.17101573944092,2,"Urban > 10K",1118,301354,200824
"1140","W01001140",1.37741,4.04,1.7442,1.60808,0.538665592670441,1,"Urban > 10K",1239,300793,199988
"1141","W01001141",0.21277,0.75,0.64818,0.97901,0.088997058570385,1,"Urban > 10K",1335,300039,199657
"1142","W01001142",0.94787,3.02,0.61974,1.1919,1.03992831707001,1,"Urban > 10K",1326,302350,200039
"1143","W01001143",0.73529,2.2,2.0498,2.14537,1.23146843910217,3,"Urban > 10K",1362,307955,194505
"1144","W01001144",0.96463,2.12,1.81171,1.37713,0.19330221414566,1,"Urban > 10K",1416,306850,196507
"1145","W01001145",2.77778,2.08,1.1177,1.92665,6.30333280563354,1,"Urban > 10K",1442,307880,195510
"1146","W01001146",6.81818,5.08,1.35415,1.61768,4.15993165969849,3,"Urban > 10K",1181,308514,195281
"1147","W01001147",0.59172,1.96,1.30875,1.82532,0.777640819549561,3,"Urban > 10K",1534,300990,203144
"1148","W01001148",55.26316,15.54,9.35967,11.55773,25.0321521759033,2,"Urban > 10K",1351,299920,202845
"1149","W01001149",1.42857,0.82,6.82474,4.60721,8.75564479827881,3,"Urban > 10K",1218,299998,202275
"1150","W01001150",29.31034,12.13,11.89791,12.43042,21.0324420928955,1,"Urban > 10K",1401,300321,202317
"1151","W01001151",2.5974,1.31,0,1.07594,2.73872590065002,4,"Urban > 10K",1529,298973,203094
"1152","W01001152",0.22447,1.35,0.13381,0.39418,0.40220907330513,3,"Urban > 10K",1483,299223,204841
"1153","W01001153",8.33333,3.03,2.2407,2.75455,6.33482980728149,2,"Urban > 10K",1319,299264,203733
"1154","W01001154",0.28544,2.53,1.60865,1.1772,0,2,"Urban > 10K",1185,298162,203455
"1155","W01001155",4.16667,2.4,2.59619,3.11407,5.49936962127686,2,"Urban > 10K",1249,299729,203408
"1156","W01001156",0,0,0,0.30487,2.15127611160278,5,"Urban > 10K",1274,298454,203099
"1157","W01001157",0,0,0.66076,0.38199,3.56429743766785,4,"Town and Fringe",1201,306081,184611
"1158","W01001158",0.73892,2.34,2.21137,0.90367,0,2,"Town and Fringe",1283,305858,185194
"1159","W01001159",0,0,0,0.04548,1.17289650440216,5,"Town and Fringe",994,306080,184239
"1160","W01001160",1.06157,3.57,1.71414,1.147,0,4,"Town and Fringe",1401,298508,183078
"1161","W01001161",0,0,0.47595,0.44254,0.07551521807909,3,"Town and Fringe",1803,299181,183192
"1162","W01001162",3.7037,2.03,2.18191,2.14761,3.99148750305176,1,"Urban > 10K",1476,308623,186199
"1163","W01001163",2.94118,1.24,0.48964,0.59765,3.38361883163452,5,"Urban > 10K",2411,308155,186150
"1164","W01001164",3.21101,5.49,4.2164,3.46812,5.04944562911987,2,"Urban > 10K",1274,308796,192258
"1165","W01001165",1.52284,2.69,0.1409,1.21205,0.082399860024452,3,"Urban > 10K",1115,308672,191593
"1166","W01001166",0.51282,1.66,2.87112,1.97192,1.3378619769e-05,1,"Urban > 10K",1207,297636,193027
"1167","W01001167",5.20833,4.17,3.82539,3.01185,2.67267560958862,2,"Urban > 10K",1199,298317,192959
"1168","W01001168",2.6738,4.07,2.843,1.45224,0.444260746240616,2,"Urban > 10K",1228,302364,201942
"1169","W01001169",0.87209,2.15,1.17517,0.94621,0,1,"Urban > 10K",1396,302659,201628
"1170","W01001170",1.31579,0.91,0.47052,0.49408,1.72029387950897,5,"Urban > 10K",1104,301983,202350
"1171","W01001171",1.48699,3.56,2.51327,1.66931,1.6161162853241,3,"Urban > 10K",1125,303832,190922
"1172","W01001172",7.05882,4.95,2.86459,2.72219,1.66635870933533,3,"Urban > 10K",1213,302709,190826
"1173","W01001173",7.35294,4.06,2.07488,2.1992,4.40780782699585,1,"Urban > 10K",1231,301713,190219
"1174","W01001174",0,0,0.49117,1.68912,1.17172276973724,1,"Urban > 10K",1175,302227,190321
"1175","W01001175",13.7931,6.51,7.26862,5.34328,6.05721139907837,2,"Town and Fringe",1229,299825,196896
"1176","W01001176",1.94175,1.67,3.03901,3.08765,4.47107982635498,2,"Town and Fringe",1199,300078,196502
"1177","W01001177",1.36986,2.61,0.86377,2.18961,1.64265406131744,2,"Town and Fringe",1150,299837,197391
"1178","W01001178",2.29885,4.23,3.71134,2.374,3.18193626403809,2,"Town and Fringe",1418,298158,189149
